('Alex Rogers', 'BARBARIAN', 'HALFLING', 15187, 20)
('Stephen Nelson', 'RANGER', 'TIEFLING', 17696, 12)
('Gregory Dillon', 'WIZARD', 'HALF_ORC', 3051, 6)
('Leslie Cook', 'RANGER', 'DWARF', 16702, 16)
('Victoria Giles', 'MONK', 'ELF', 2947, 19)
('Wendy Howard', 'SORCERER', 'HUMAN', 5745, 13)
('Tammy Pruitt', 'CLERIC', 'DWARF', 17806, 17)
('Kimberly Reed', 'WARLOCK', 'HALF_ELF', 2718, 13)
('Frank Franklin', 'BARD', 'TIEFLING', 13669, 5)
('Micheal Travis', 'DRUID', 'HUMAN', 476, 3)
('Patricia Taylor', 'CLERIC', 'DWARF', 19883, 6)
('Travis Sullivan', 'FIGHTER', 'GNOME', 3219, 3)
('Maria Gonzales', 'MONK', 'DWARF', 845, 10)
('Karen Patterson', 'PALADIN', 'DWARF', 18152, 12)
('Valerie Love', 'ROGUE', 'GNOME', 8976, 19)
('Emily Bernard', 'WARLOCK', 'DRAGONBORN', 7021, 15)
('Jeffrey Hensley', 'RANGER', 'GNOME', 4598, 13)
('Ricky Randall', 'DRUID', 'HUMAN', 8341, 10)
('Stacey Ford', 'SORCERER', 'GNOME', 6305, 2)
('Stacy Dawson', 'ARTIFICER', 'HALFLING', 3377, 1)
('Kelly Welch', 'RANGER', 'HUMAN', 15695, 14)
('Jonathan Davies', 'BARD', 'HALFLING', 15205, 8)
('Lauren Mcmahon', 'ARTIFICER', 'DRAGONBORN', 15911, 7)
('Tracy Mcdaniel', 'FIGHTER', 'HUMAN', 4373, 2)
('Christina Hahn', 'WIZARD', 'HUMAN', 2893, 3)
('Matthew Vaughn', 'WIZARD', 'DWARF', 12021, 19)
('Cheryl Johnson', 'FIGHTER', 'HALFLING', 6180, 19)
('Sharon Grimes', 'CLERIC', 'HALF_ELF', 666, 10)
('Sherry Wilkinson', 'PALADIN', 'HALFLING', 7712, 8)
('Kelly Hernandez', 'ARTIFICER', 'HALF_ORC', 14164, 5)
('Jeremiah Ford', 'BARBARIAN', 'GNOME', 11036, 12)
('Andrew Paul', 'WARLOCK', 'HALFLING', 12570, 16)
('Ronald Garrett', 'RANGER', 'TIEFLING', 17892, 10)
('Steven Turner', 'RANGER', 'HALF_ELF', 11735, 13)
('Shelby Myers', 'DRUID', 'HALF_ELF', 17922, 9)
('Jessica Hill', 'CLERIC', 'HALF_ELF', 19926, 14)
('Alicia Smith', 'CLERIC', 'HALFLING', 1258, 16)
('Cynthia Poole', 'WARLOCK', 'HALFLING', 9509, 16)
('Heather Weeks', 'WIZARD', 'HALFLING', 15443, 11)
('Samantha Turner', 'SORCERER', 'HALF_ORC', 2419, 3)
('Virginia Everett', 'DRUID', 'HALF_ORC', 11526, 5)
('Rhonda Schroeder', 'WIZARD', 'HALFLING', 14878, 1)
('Andrea Phillips', 'SORCERER', 'ELF', 12316, 6)
('Michelle Carpenter', 'ROGUE', 'DWARF', 12338, 12)
('Christopher Myers', 'PALADIN', 'TIEFLING', 12215, 5)
('Jake Clark', 'WARLOCK', 'HALF_ORC', 3994, 8)
('Daniel Morris', 'ROGUE', 'DWARF', 9670, 5)
('Heather Hodge', 'DRUID', 'ELF', 14613, 6)
('Logan King', 'CLERIC', 'TIEFLING', 18061, 16)
('Patrick Johnson', 'RANGER', 'HALF_ELF', 5313, 18)
('Kelly Wilson', 'ARTIFICER', 'HALFLING', 13452, 1)
('Sandra Bradley', 'BARBARIAN', 'HALF_ELF', 6869, 9)
('Rachel Ramirez', 'ARTIFICER', 'GNOME', 2943, 13)
('Barry Burch', 'FIGHTER', 'HALF_ELF', 2446, 7)
('Travis Williams', 'CLERIC', 'HALFLING', 18986, 2)
('Steven Richardson', 'ROGUE', 'HALF_ORC', 2986, 8)
('Erin Martinez', 'CLERIC', 'DWARF', 11346, 12)
('Nathan Williams', 'PALADIN', 'HALF_ELF', 14337, 10)
('Michael Schmidt', 'MONK', 'DWARF', 4379, 17)
('Gabrielle Williams', 'ARTIFICER', 'ELF', 4889, 19)
('Maria Espinoza', 'RANGER', 'GNOME', 15128, 15)
('Amy Smith', 'WARLOCK', 'DWARF', 10617, 7)
('Neil Parrish', 'WARLOCK', 'TIEFLING', 11584, 13)
('Kimberly Lewis', 'DRUID', 'DRAGONBORN', 751, 7)
('Alexander Burns', 'ROGUE', 'DWARF', 5776, 3)
('Jennifer Campbell', 'MONK', 'DRAGONBORN', 2488, 16)
('Gary Johnson', 'WARLOCK', 'TIEFLING', 18689, 10)
('Tamara Rose', 'CLERIC', 'DWARF', 10681, 5)
('Michele Patterson', 'ARTIFICER', 'DWARF', 3790, 14)
('Jesse Beltran', 'WIZARD', 'HALFLING', 17885, 6)
('Kristi Pratt', 'RANGER', 'HALFLING', 3243, 11)
('Angela Smith', 'SORCERER', 'DWARF', 11598, 15)
('Robert Mccall', 'ROGUE', 'HUMAN', 3890, 4)
('Joseph Jackson', 'CLERIC', 'ELF', 4891, 1)
('Randy Bowers', 'MONK', 'HALF_ELF', 11598, 12)
('Jimmy Evans', 'FIGHTER', 'DWARF', 1106, 2)
('Karen Carr', 'SORCERER', 'HALF_ELF', 5649, 9)
('Hector Pham', 'BARD', 'TIEFLING', 17493, 10)
('Mr. Michael Singh Jr.', 'WIZARD', 'DRAGONBORN', 19565, 16)
('Brandon Carter', 'CLERIC', 'ELF', 6045, 5)
('Sean Daniels', 'ARTIFICER', 'HUMAN', 5374, 14)
('Veronica Hernandez', 'BARBARIAN', 'ELF', 17262, 10)
('Jenny Harrison', 'WARLOCK', 'HALF_ORC', 1628, 20)
('Timothy Mann', 'SORCERER', 'DWARF', 5187, 7)
('Alexandria Macdonald', 'RANGER', 'HALFLING', 5159, 11)
('Cassie Campbell', 'RANGER', 'DWARF', 4269, 7)
('Daniel Alvarado', 'ROGUE', 'TIEFLING', 8575, 16)
('Daniel Tucker', 'PALADIN', 'DWARF', 11336, 18)
('Allison Ramirez', 'CLERIC', 'ELF', 12766, 4)
('Benjamin Sawyer', 'WARLOCK', 'TIEFLING', 19477, 17)
('Carlos Foster', 'ARTIFICER', 'GNOME', 9664, 16)
('Daniel Copeland', 'BARBARIAN', 'HALF_ELF', 15642, 2)
('Wendy Rollins', 'SORCERER', 'TIEFLING', 12998, 8)
('Elizabeth Schmidt', 'ARTIFICER', 'HALF_ORC', 16274, 3)
('Alexander Brooks', 'WIZARD', 'GNOME', 7868, 1)
('Elizabeth Stone', 'PALADIN', 'GNOME', 7089, 16)
('Michelle Owens', 'RANGER', 'HALF_ELF', 4809, 19)
('Gabriela Walker', 'CLERIC', 'TIEFLING', 17791, 10)
('James Thompson', 'WARLOCK', 'HALFLING', 10947, 1)
('Thomas Rogers', 'SORCERER', 'HALF_ELF', 15674, 10)
('Paul Murray', 'WIZARD', 'HALFLING', 6947, 13)
('Samuel Ward', 'ARTIFICER', 'HALF_ORC', 8311, 6)
('Brandon Mcclain', 'WIZARD', 'GNOME', 16889, 5)
('Kimberly Miller', 'BARD', 'DWARF', 17149, 12)
('Tammy Smith', 'FIGHTER', 'HALFLING', 10125, 18)
('Erin Richardson', 'CLERIC', 'HALF_ORC', 149, 9)
('Christina Jackson', 'MONK', 'DRAGONBORN', 13891, 13)
('Lori Rose', 'BARD', 'HALFLING', 9382, 7)
('Michael Williams', 'WARLOCK', 'HALF_ELF', 14352, 6)
('Megan Monroe', 'FIGHTER', 'HALF_ORC', 1941, 19)
('Laura Lewis', 'MONK', 'HALFLING', 10833, 16)
('Gregory Welch', 'BARD', 'GNOME', 10141, 12)
('Christina Tucker', 'FIGHTER', 'ELF', 19348, 19)
('Dana Clark', 'CLERIC', 'HUMAN', 16073, 12)
('Brianna James', 'CLERIC', 'HUMAN', 1956, 4)
('Stephen Bailey', 'ARTIFICER', 'ELF', 9983, 3)
('Jamie Dalton', 'ARTIFICER', 'HALFLING', 5592, 9)
('Kayla Reed', 'PALADIN', 'HUMAN', 14042, 20)
('Lee Morgan', 'BARBARIAN', 'HALFLING', 5438, 14)
('Tracy Hoffman', 'WIZARD', 'GNOME', 2591, 16)
('Amanda Gutierrez', 'WARLOCK', 'GNOME', 7117, 20)
('Matthew Powers', 'WIZARD', 'HALF_ORC', 2205, 16)
('Morgan Anderson', 'RANGER', 'GNOME', 11579, 2)
('Jessica Edwards', 'ROGUE', 'HALF_ELF', 19950, 11)
('Carl Peters', 'PALADIN', 'ELF', 12890, 17)
('Christina Moore', 'BARBARIAN', 'HUMAN', 7953, 14)
('Lindsey Lewis', 'FIGHTER', 'HALF_ELF', 6201, 6)
('Nathan Bailey', 'ROGUE', 'DWARF', 13022, 5)
('Jared Summers', 'SORCERER', 'DRAGONBORN', 3968, 4)
('Nicole Graham', 'FIGHTER', 'ELF', 17707, 12)
('Laura Huerta', 'DRUID', 'ELF', 5206, 1)
('Tammy Flynn', 'WIZARD', 'ELF', 17364, 7)
('Latoya Perry', 'ROGUE', 'GNOME', 4016, 2)
('Jessica Boyd', 'CLERIC', 'HALF_ELF', 9862, 14)
('Chelsea Reyes', 'WIZARD', 'DWARF', 3321, 10)
('Kimberly James', 'BARBARIAN', 'DRAGONBORN', 2265, 8)
('Tracy Adams', 'FIGHTER', 'HALF_ORC', 4510, 18)
('Brad Garrett', 'FIGHTER', 'ELF', 653, 5)
('Michael Shelton', 'BARD', 'DWARF', 12934, 19)
('Michael Mason', 'RANGER', 'HALFLING', 2406, 11)
('Tony Perez', 'CLERIC', 'DWARF', 18924, 3)
('Tammy Armstrong', 'BARBARIAN', 'DRAGONBORN', 17158, 8)
('Benjamin Cook', 'WIZARD', 'HALFLING', 18082, 18)
('Danielle Cardenas', 'PALADIN', 'HALF_ELF', 6589, 5)
('Paul Weber', 'WARLOCK', 'TIEFLING', 5278, 14)
('Leslie Walker', 'MONK', 'HALF_ELF', 4170, 3)
('Michael Casey', 'ROGUE', 'TIEFLING', 3196, 16)
('Anthony Collins', 'ARTIFICER', 'ELF', 594, 16)
('Judy Tucker', 'SORCERER', 'DRAGONBORN', 4721, 4)
('Max Gilbert', 'MONK', 'HALFLING', 17133, 5)
('Patrick Gallagher', 'MONK', 'HALFLING', 18250, 1)
('Russell Jennings', 'BARBARIAN', 'HALF_ELF', 11472, 4)
('Laura Friedman', 'MONK', 'ELF', 14605, 18)
('Carlos Wood', 'RANGER', 'HALF_ORC', 1755, 6)
('Jamie Jones', 'DRUID', 'HUMAN', 17439, 3)
('Mark Clay', 'ARTIFICER', 'HALF_ORC', 19008, 9)
('Anna Morrison', 'BARD', 'TIEFLING', 15627, 13)
('Teresa Garza', 'ARTIFICER', 'HUMAN', 6278, 18)
('Joseph Walker', 'CLERIC', 'HUMAN', 1081, 17)
('Leah Estes', 'WARLOCK', 'ELF', 7922, 11)
('Grace Watson', 'WIZARD', 'TIEFLING', 8881, 4)
('George Cook', 'WIZARD', 'TIEFLING', 17460, 11)
('Angela Watts', 'CLERIC', 'GNOME', 5439, 18)
('Alexander Soto', 'CLERIC', 'TIEFLING', 1563, 8)
('Darren Monroe', 'FIGHTER', 'DWARF', 9246, 19)
('Rebecca Vasquez', 'DRUID', 'HALFLING', 16656, 13)
('Greg Stafford', 'MONK', 'GNOME', 6082, 10)
('Carlos Chandler', 'RANGER', 'HUMAN', 9496, 18)
('Brandy Harrell MD', 'FIGHTER', 'DRAGONBORN', 4660, 16)
('Cassie Thompson', 'ROGUE', 'HALF_ELF', 7062, 20)
('Miss Heather Mays', 'ARTIFICER', 'HUMAN', 8626, 20)
('Sally Hatfield', 'SORCERER', 'GNOME', 5979, 19)
('Christopher Berry', 'PALADIN', 'HALFLING', 8928, 3)
('Lori Williams', 'BARBARIAN', 'TIEFLING', 2851, 19)
('Janet Young', 'RANGER', 'HALFLING', 6915, 18)
('Tracy Adams', 'ROGUE', 'DWARF', 8603, 5)
('Joseph Reyes', 'MONK', 'ELF', 9149, 5)
('Kelly Kennedy', 'BARBARIAN', 'ELF', 10769, 6)
('Alexandra Moore', 'SORCERER', 'DRAGONBORN', 3278, 4)
('John Smith', 'WIZARD', 'HUMAN', 9755, 16)
('Lisa Gordon', 'BARBARIAN', 'TIEFLING', 13741, 9)
('Margaret Larson', 'PALADIN', 'TIEFLING', 16491, 19)
('Dawn Davidson', 'PALADIN', 'ELF', 14587, 19)
('Tina Richardson', 'CLERIC', 'GNOME', 4216, 19)
('Amy Manning', 'PALADIN', 'DWARF', 4185, 8)
('Destiny Adams', 'CLERIC', 'DRAGONBORN', 19401, 15)
('Kristin Murphy', 'MONK', 'HUMAN', 14045, 20)
('Brian Patel', 'FIGHTER', 'GNOME', 11893, 15)
('Destiny Brown', 'RANGER', 'DWARF', 1083, 4)
('Laura Briggs', 'CLERIC', 'HALF_ORC', 8791, 6)
('Timothy Reyes', 'WARLOCK', 'GNOME', 15310, 2)
('Vincent Davidson', 'WIZARD', 'HALFLING', 9027, 10)
('Ashley Jenkins', 'PALADIN', 'TIEFLING', 6516, 4)
('Carol Turner', 'RANGER', 'TIEFLING', 15237, 1)
('Michelle Williams', 'PALADIN', 'HALF_ELF', 14253, 9)
('Patrick Baker', 'PALADIN', 'HALFLING', 12741, 19)
('Jeffery Garcia', 'WARLOCK', 'ELF', 6196, 6)
('Terri Stevenson', 'FIGHTER', 'TIEFLING', 15959, 6)
('Miss Alicia Rivera', 'CLERIC', 'TIEFLING', 6464, 7)
('Mary Burgess', 'BARD', 'GNOME', 7296, 16)
('Jennifer Anderson DVM', 'BARD', 'HALFLING', 16440, 14)
('Charles Thornton', 'CLERIC', 'HUMAN', 8355, 10)
('Nathan Bennett', 'BARD', 'HALF_ORC', 10429, 17)
('Michael Hernandez', 'SORCERER', 'HALF_ELF', 7403, 12)
('James Stewart', 'CLERIC', 'TIEFLING', 16354, 7)
('Jennifer Melendez', 'SORCERER', 'GNOME', 5835, 17)
('Elizabeth Owen', 'ARTIFICER', 'GNOME', 15516, 2)
('Derrick Garcia', 'SORCERER', 'HALFLING', 1379, 19)
('Jamie Hall', 'FIGHTER', 'ELF', 5882, 7)
('Nicholas Garcia', 'DRUID', 'DWARF', 15031, 2)
('Melanie Liu', 'DRUID', 'HUMAN', 15373, 1)
('Madeline Martinez', 'WIZARD', 'DWARF', 13311, 17)
('Amy Murphy', 'MONK', 'HALF_ELF', 13727, 7)
('Brian Mathews', 'FIGHTER', 'ELF', 7032, 18)
('Elizabeth Reed', 'ROGUE', 'HALF_ORC', 809, 2)
('James Baker', 'PALADIN', 'GNOME', 11294, 3)
('Billy Brooks', 'MONK', 'HALFLING', 9581, 8)
('Joseph Sandoval', 'WIZARD', 'HALFLING', 10840, 19)
('Ariel Dunn', 'DRUID', 'GNOME', 287, 10)
('Brad Hines', 'BARD', 'DWARF', 9464, 7)
('Timothy Rangel', 'RANGER', 'GNOME', 6766, 7)
('Michael Ferguson', 'SORCERER', 'HALFLING', 2922, 19)
('Bethany Tate', 'WARLOCK', 'HALF_ELF', 1641, 4)
('Eric Knapp', 'PALADIN', 'DRAGONBORN', 13035, 20)
('Nathaniel Patterson', 'DRUID', 'HALF_ORC', 7305, 6)
('Elizabeth Garcia', 'CLERIC', 'HALF_ORC', 6742, 12)
('Alyssa Kerr', 'RANGER', 'HALFLING', 19082, 4)
('Manuel Hodges', 'ARTIFICER', 'ELF', 10594, 4)
('Maureen Armstrong', 'MONK', 'HALF_ORC', 1843, 19)
('Robert Hansen', 'FIGHTER', 'HALFLING', 954, 14)
('Victor Moreno', 'DRUID', 'ELF', 17316, 1)
('Robert Mullins', 'RANGER', 'ELF', 8816, 19)
('Vanessa Cole', 'WARLOCK', 'DWARF', 18604, 7)
('Monica Martinez', 'ARTIFICER', 'DRAGONBORN', 20, 10)
('Alan Wang', 'WIZARD', 'HALF_ORC', 9125, 18)
('Shawn Aguilar', 'ARTIFICER', 'ELF', 5944, 12)
('John Richardson', 'BARD', 'HALF_ELF', 17264, 17)
('Emily Brooks', 'PALADIN', 'HUMAN', 12921, 5)
('Michelle Clark', 'FIGHTER', 'HALFLING', 15257, 11)
('Charlene Wong', 'WIZARD', 'HALF_ORC', 7983, 2)
('Wendy Duffy', 'PALADIN', 'ELF', 9725, 3)
('Timothy Williams', 'BARBARIAN', 'DRAGONBORN', 6273, 3)
('Evan Oliver', 'MONK', 'HALFLING', 11481, 20)
('David Wilson', 'WIZARD', 'ELF', 2704, 12)
('Heidi Hughes', 'FIGHTER', 'HALF_ORC', 19164, 13)
('Linda Wilkins PhD', 'WARLOCK', 'HUMAN', 5465, 14)
('Matthew White', 'PALADIN', 'DWARF', 7563, 15)
('Tyler Duarte', 'MONK', 'HALF_ORC', 10229, 11)
('Steven Fox DDS', 'DRUID', 'GNOME', 18043, 7)
('Calvin Curry MD', 'CLERIC', 'HALF_ELF', 19150, 14)
('Kristen Bates', 'PALADIN', 'HALF_ELF', 17450, 10)
('William Rodriguez', 'BARBARIAN', 'DRAGONBORN', 9633, 6)
('Felicia Hampton', 'BARBARIAN', 'DRAGONBORN', 15819, 2)
('Michael Porter', 'FIGHTER', 'HALF_ORC', 9716, 16)
('Clinton Myers', 'RANGER', 'HALF_ELF', 7353, 14)
('Nicole Johnson', 'PALADIN', 'DWARF', 18621, 13)
('Desiree Martinez', 'SORCERER', 'DWARF', 7410, 6)
('Joel Garcia', 'BARD', 'HALF_ELF', 19166, 11)
('Patricia Conway', 'SORCERER', 'HALF_ORC', 19168, 4)
('Jonathan Clark', 'BARBARIAN', 'HALF_ORC', 14469, 7)
('Maurice Roberson', 'SORCERER', 'DWARF', 8304, 2)
('Alison Adams', 'FIGHTER', 'TIEFLING', 2495, 6)
('Steven Rivera', 'PALADIN', 'TIEFLING', 2950, 14)
('Elijah Hubbard', 'SORCERER', 'DWARF', 2803, 12)
('Daniel Alvarez', 'WARLOCK', 'HALF_ORC', 12404, 9)
('Christopher May', 'SORCERER', 'GNOME', 12735, 11)
('Carly Crane', 'BARBARIAN', 'ELF', 10725, 17)
('Stephen Barnes', 'WARLOCK', 'DWARF', 4629, 2)
('Joshua Rose', 'WIZARD', 'HALFLING', 19233, 12)
('Adam Martinez', 'WARLOCK', 'ELF', 17372, 10)
('John Pittman', 'BARD', 'HALF_ELF', 9474, 18)
('Julie Bowen', 'CLERIC', 'HALF_ORC', 9495, 20)
('Christine Huffman', 'DRUID', 'HALF_ELF', 3291, 14)
('Caitlin Martin', 'SORCERER', 'ELF', 18790, 19)
('Mrs. Kim Newton DDS', 'BARD', 'HUMAN', 15112, 20)
('Mike Hall', 'PALADIN', 'HALF_ORC', 18431, 20)
('Caitlin Rodriguez', 'ARTIFICER', 'HALF_ORC', 19684, 19)
('Nicole Gilbert', 'RANGER', 'TIEFLING', 1537, 18)
('Steven Silva', 'CLERIC', 'HALFLING', 9191, 19)
('Debra Moore', 'DRUID', 'TIEFLING', 2083, 18)
('Susan Christensen', 'FIGHTER', 'DWARF', 8598, 11)
('Connor Anderson', 'WIZARD', 'HALF_ELF', 11433, 6)
('Maria Gonzales', 'PALADIN', 'ELF', 16241, 19)
('Victoria Gamble', 'RANGER', 'ELF', 2382, 18)
('Katie Miller', 'FIGHTER', 'HUMAN', 7678, 6)
('Sheila Chambers', 'SORCERER', 'HALF_ELF', 6169, 3)
('Cassandra Morris', 'RANGER', 'DRAGONBORN', 8386, 6)
('Lisa Potter', 'ROGUE', 'HALF_ORC', 13981, 13)
('Mr. William Bishop MD', 'WARLOCK', 'DRAGONBORN', 8888, 17)
('Richard Stephenson', 'PALADIN', 'HALF_ELF', 6598, 19)
('Robert Frank', 'BARBARIAN', 'GNOME', 5775, 11)
('Rebecca Joyce', 'RANGER', 'GNOME', 18653, 15)
('Elizabeth Roth', 'WARLOCK', 'GNOME', 10987, 9)
('Robert Garcia', 'MONK', 'HALF_ELF', 18918, 15)
('Brandon Fuller', 'BARD', 'DRAGONBORN', 13962, 20)
('Frank Pollard', 'SORCERER', 'TIEFLING', 4639, 12)
('Michael Riggs', 'PALADIN', 'GNOME', 7494, 20)
('Hailey Adams', 'RANGER', 'HALFLING', 15276, 2)
('Emma Marks', 'BARD', 'HUMAN', 11427, 17)
('Debra Jackson', 'ARTIFICER', 'DWARF', 13417, 4)
('Eugene Matthews', 'FIGHTER', 'TIEFLING', 11287, 5)
('Kimberly Green', 'ROGUE', 'ELF', 16965, 10)
('Steven Taylor', 'BARBARIAN', 'HALF_ORC', 4489, 3)
('Elizabeth Cooley', 'DRUID', 'TIEFLING', 7058, 20)
('Michael Klein', 'ROGUE', 'HUMAN', 16948, 17)
('Madeline Valencia', 'WIZARD', 'HUMAN', 2202, 14)
('Kelsey Robinson', 'CLERIC', 'DRAGONBORN', 12235, 15)
('Sherri Williams', 'ROGUE', 'GNOME', 12486, 10)
('Kristin Wise', 'WARLOCK', 'HUMAN', 6273, 18)
('Lee Anderson', 'RANGER', 'DWARF', 14430, 10)
('Eugene Becker', 'BARD', 'DRAGONBORN', 9476, 13)
('Mr. Dalton Rodriguez', 'CLERIC', 'DRAGONBORN', 1662, 3)
('Dwayne Price', 'WARLOCK', 'TIEFLING', 13452, 16)
('Penny Perry', 'FIGHTER', 'HALF_ORC', 3940, 4)
('Kimberly Thompson', 'FIGHTER', 'DRAGONBORN', 3770, 7)
('Patricia Barry', 'WIZARD', 'ELF', 18993, 7)
('Tammy Alvarez', 'ARTIFICER', 'GNOME', 3948, 10)
('Valerie Foster', 'BARD', 'HALFLING', 1190, 10)
('Cynthia Bullock', 'CLERIC', 'TIEFLING', 8581, 3)
('Jason White', 'SORCERER', 'HALFLING', 492, 11)
('Debra Bradshaw', 'CLERIC', 'ELF', 3022, 12)
('Donna King', 'BARBARIAN', 'HALF_ORC', 522, 12)
('Rhonda Walsh', 'DRUID', 'DRAGONBORN', 1173, 2)
('Joseph Patterson', 'BARBARIAN', 'DWARF', 5611, 1)
('Corey Roberts', 'ROGUE', 'HALF_ELF', 12875, 4)
('Patricia Tran', 'WIZARD', 'DRAGONBORN', 2547, 20)
('John Harris', 'MONK', 'HUMAN', 1396, 14)
('Katherine Franklin', 'WIZARD', 'DRAGONBORN', 11832, 4)
('Megan Howard', 'ROGUE', 'HALFLING', 5147, 7)
('Destiny Crosby', 'BARBARIAN', 'DWARF', 6497, 9)
('Deanna Shaw', 'BARD', 'HALF_ELF', 15453, 20)
('Patrick Taylor', 'CLERIC', 'HUMAN', 11692, 11)
('Sheryl Castillo', 'ARTIFICER', 'DWARF', 5647, 19)
('Alexis Ramos', 'BARBARIAN', 'DRAGONBORN', 13995, 8)
('Eric Mejia', 'BARBARIAN', 'ELF', 2548, 10)
('Joshua Andrews', 'ROGUE', 'HALF_ORC', 1616, 19)
('Karen Sanchez', 'RANGER', 'ELF', 5772, 9)
('Carol Taylor', 'FIGHTER', 'HUMAN', 4600, 12)
('Jonathan Frazier', 'DRUID', 'DRAGONBORN', 18391, 17)
('Shawn Abbott', 'FIGHTER', 'TIEFLING', 813, 2)
('Brandon Sanchez', 'SORCERER', 'HALF_ELF', 8467, 13)
('Robert Williams', 'ROGUE', 'HALFLING', 8140, 5)
('Heather Rubio', 'WIZARD', 'HALFLING', 16021, 1)
('Daniel Rodgers', 'BARBARIAN', 'HALFLING', 15541, 15)
('James Fleming', 'WIZARD', 'DWARF', 8807, 1)
('Yvonne Davis', 'SORCERER', 'DWARF', 2067, 12)
('Janice Hernandez', 'DRUID', 'GNOME', 8387, 16)
('Scott Thomas', 'RANGER', 'HALFLING', 10111, 13)
('Renee Castillo', 'WIZARD', 'GNOME', 8338, 1)
('Caitlyn Diaz', 'BARD', 'DWARF', 8478, 1)
('Wesley Brown', 'FIGHTER', 'TIEFLING', 2406, 15)
('Bradley Washington', 'BARD', 'HALFLING', 8011, 18)
('Francisco Griffith', 'MONK', 'HALF_ORC', 2261, 13)
('Vincent Fitzgerald', 'ARTIFICER', 'GNOME', 19180, 16)
('Rachel Wright', 'BARBARIAN', 'HUMAN', 13862, 5)
('Randy Jones', 'ROGUE', 'HALFLING', 18229, 10)
('Allison Morgan', 'SORCERER', 'DWARF', 13858, 11)
('Sandra Sullivan', 'BARD', 'HALF_ELF', 17300, 14)
('Elizabeth Garcia', 'ROGUE', 'HALF_ORC', 8050, 3)
('Ashley Grant', 'MONK', 'GNOME', 8169, 2)
('Meghan Harper', 'DRUID', 'DRAGONBORN', 13348, 14)
('Daniel Martin', 'ARTIFICER', 'HALFLING', 12360, 1)
('Derrick Osborne', 'DRUID', 'GNOME', 11542, 16)
('Tracy Gibbs', 'DRUID', 'DRAGONBORN', 12634, 12)
('Matthew Phillips', 'BARD', 'ELF', 2814, 16)
('Jose Johnson', 'SORCERER', 'HUMAN', 15001, 18)
('Alison Hardin', 'WIZARD', 'DRAGONBORN', 3553, 4)
('Keith Vasquez', 'ROGUE', 'HUMAN', 16866, 20)
('Ms. Valerie Howell', 'WIZARD', 'ELF', 15152, 19)
('Melinda Morrow MD', 'SORCERER', 'DRAGONBORN', 3801, 3)
('Cynthia Cook', 'SORCERER', 'HALF_ORC', 10871, 1)
('Nicole Baker', 'ARTIFICER', 'GNOME', 3952, 17)
('Alyssa Hunt', 'FIGHTER', 'DWARF', 3089, 11)
('Matthew Rodriguez', 'FIGHTER', 'HALF_ELF', 18493, 20)
('Ronald Brewer', 'BARD', 'HALFLING', 17858, 20)
('Mr. Shane Stephens', 'PALADIN', 'GNOME', 12460, 16)
('Mrs. Kimberly Dennis MD', 'CLERIC', 'DRAGONBORN', 2352, 20)
('Patrick Zavala', 'BARBARIAN', 'HALF_ORC', 9825, 3)
('Eric Mann', 'ROGUE', 'ELF', 17315, 11)
('Erika Simmons', 'WIZARD', 'DRAGONBORN', 9834, 10)
('Anthony Pollard', 'WARLOCK', 'HALF_ORC', 10688, 13)
('Julie Watson', 'RANGER', 'HALFLING', 1983, 1)
('Patrick Mcbride', 'DRUID', 'HALF_ORC', 8985, 18)
('Melissa Hunter', 'CLERIC', 'HALF_ORC', 8113, 9)
('Ashley Edwards', 'DRUID', 'DWARF', 16023, 16)
('Willie Moreno', 'WIZARD', 'ELF', 14669, 20)
('Darren Phillips', 'MONK', 'ELF', 14239, 12)
('Matthew Adams', 'BARBARIAN', 'HALFLING', 13056, 16)
('Anthony Brock', 'SORCERER', 'DWARF', 16752, 1)
('Jacqueline Mcdaniel', 'ARTIFICER', 'DWARF', 9761, 18)
('Debbie Hunt', 'BARD', 'TIEFLING', 5757, 6)
('Annette Lopez', 'ARTIFICER', 'GNOME', 6976, 19)
('Mr. Cory Morse', 'MONK', 'DWARF', 1891, 16)
('Audrey Potter', 'WIZARD', 'HALF_ORC', 6465, 19)
('Julie Adams', 'WARLOCK', 'HALF_ELF', 19790, 10)
('Kathryn Berger', 'SORCERER', 'TIEFLING', 1216, 13)
('Scott Cox', 'BARD', 'DWARF', 12282, 13)
('Patricia Whitney', 'SORCERER', 'TIEFLING', 10699, 3)
('Justin Oconnor', 'PALADIN', 'HALF_ELF', 1455, 12)
('Troy Smith', 'FIGHTER', 'GNOME', 5861, 19)
('Vernon Zavala', 'ARTIFICER', 'TIEFLING', 19498, 11)
('Anthony Martinez', 'RANGER', 'HALFLING', 16411, 13)
('Shelley Gregory', 'FIGHTER', 'HUMAN', 13219, 19)
('Meagan Smith', 'BARBARIAN', 'HALF_ELF', 9792, 4)
('Becky Avila', 'SORCERER', 'GNOME', 7283, 20)
('Howard Reyes', 'SORCERER', 'TIEFLING', 6766, 18)
('Mary Barnes', 'MONK', 'HALF_ELF', 13756, 13)
('Jordan Ashley', 'MONK', 'GNOME', 17942, 11)
('Lauren Peterson', 'BARD', 'HALF_ELF', 1632, 6)
('Nancy Curry', 'ARTIFICER', 'DWARF', 10725, 19)
('Kyle Frederick', 'BARBARIAN', 'HALFLING', 5405, 12)
('Susan Hicks', 'DRUID', 'HUMAN', 13512, 4)
