('Michael Hall', 'FIGHTER', 'HALF_ELF', 17915, 7)
('James Ramos', 'BARBARIAN', 'HALFLING', 1540, 19)
('Rachel Miranda', 'ROGUE', 'HUMAN', 9922, 6)
('Dr. Phillip Thompson', 'WARLOCK', 'HALF_ELF', 17950, 3)
('John Ayala', 'CLERIC', 'HALF_ORC', 6260, 18)
('Kathryn Maldonado MD', 'FIGHTER', 'HALF_ORC', 16404, 19)
('Ana Armstrong', 'FIGHTER', 'GNOME', 8958, 15)
('Susan Ross', 'BARBARIAN', 'HALFLING', 14317, 15)
('Barbara Hernandez', 'WARLOCK', 'DWARF', 15644, 9)
('Corey Williams', 'BARD', 'ELF', 7740, 20)
('Kyle Sherman', 'ARTIFICER', 'ELF', 12218, 11)
('Ashley Neal', 'WARLOCK', 'ELF', 7130, 1)
('Jodi Hodge', 'WIZARD', 'HALF_ELF', 17155, 9)
('Matthew Clayton', 'WARLOCK', 'HALFLING', 18330, 7)
('Charles Nunez', 'SORCERER', 'GNOME', 17996, 11)
('Benjamin West', 'DRUID', 'HALF_ORC', 4764, 19)
('Russell Adams', 'ARTIFICER', 'HALFLING', 10360, 14)
('Mary Boyd', 'WARLOCK', 'HALF_ORC', 9393, 13)
('Andrew Wade', 'ARTIFICER', 'HALF_ELF', 2682, 11)
('Daniel Marshall', 'WIZARD', 'DRAGONBORN', 230, 3)
('Brett Robertson', 'CLERIC', 'GNOME', 8939, 14)
('Kathy Lawson', 'WARLOCK', 'GNOME', 5520, 9)
('Julia Lewis', 'WARLOCK', 'HUMAN', 779, 4)
('Danielle Wilson', 'ARTIFICER', 'TIEFLING', 4130, 4)
('Victoria Perkins', 'WIZARD', 'ELF', 8665, 20)
('Jose Andrews', 'PALADIN', 'HALF_ORC', 19416, 2)
('Michael Zimmerman', 'ARTIFICER', 'GNOME', 7620, 14)
('Tamara Choi', 'MONK', 'HUMAN', 15739, 12)
('Mary Rivera', 'FIGHTER', 'GNOME', 7801, 7)
('Lisa Davis', 'WIZARD', 'DWARF', 9390, 10)
('Christopher Fox', 'FIGHTER', 'DWARF', 1912, 17)
('Mrs. Lauren Smith PhD', 'CLERIC', 'GNOME', 9793, 18)
('Kaitlin Ball', 'PALADIN', 'TIEFLING', 7717, 4)
('Eric Howard', 'WARLOCK', 'ELF', 614, 3)
('Nicole Smith', 'BARD', 'DWARF', 1461, 10)
('Jessica Chandler', 'WARLOCK', 'HALF_ELF', 1908, 15)
('Cory Simmons', 'WIZARD', 'GNOME', 13556, 1)
('Patrick Parker DDS', 'RANGER', 'HALFLING', 12376, 15)
('Peter Wilkins', 'ROGUE', 'DRAGONBORN', 2342, 19)
('Elizabeth Ward', 'MONK', 'HALF_ELF', 11916, 2)
('Jennifer Rojas', 'CLERIC', 'HALF_ELF', 6930, 19)
('Lindsey Anderson', 'WIZARD', 'HALF_ORC', 6350, 15)
('Christina Barnett', 'BARD', 'GNOME', 12977, 3)
('Robert Tucker', 'MONK', 'ELF', 9135, 16)
('Maurice Ortiz', 'WARLOCK', 'DRAGONBORN', 18592, 9)
('Chris Diaz', 'WARLOCK', 'TIEFLING', 10710, 13)
('Johnathan Montgomery', 'WIZARD', 'DWARF', 4065, 11)
('David Dixon', 'BARBARIAN', 'TIEFLING', 2154, 4)
('Stephen Walker', 'ROGUE', 'DWARF', 15533, 18)
('Anthony Black', 'ROGUE', 'HALF_ORC', 2903, 5)
('Laura Roberts', 'RANGER', 'ELF', 12323, 18)
('Kevin Cochran MD', 'MONK', 'HALF_ELF', 1995, 15)
('Sheila Valenzuela', 'SORCERER', 'HUMAN', 8460, 14)
('Samuel Meadows', 'BARD', 'DWARF', 9649, 10)
('Keith Nelson', 'FIGHTER', 'GNOME', 16244, 5)
('Katherine Jones MD', 'BARD', 'TIEFLING', 10227, 6)
('Sherri Shaw', 'ROGUE', 'HALFLING', 4853, 2)
('Martin Stewart', 'ROGUE', 'DWARF', 1577, 16)
('Daniel Smith', 'ROGUE', 'HALFLING', 14747, 20)
('Adam Smith', 'BARD', 'DRAGONBORN', 12891, 11)
('Jonathan Miller', 'ROGUE', 'ELF', 18518, 20)
('Kristopher Cowan', 'ARTIFICER', 'TIEFLING', 256, 12)
('Kristin Miller', 'PALADIN', 'ELF', 8154, 11)
('Darrell Benson', 'SORCERER', 'HALF_ORC', 5311, 3)
('Patrick Short', 'ARTIFICER', 'ELF', 4740, 14)
('Katherine Rangel', 'ARTIFICER', 'DWARF', 14725, 4)
('Brent Page MD', 'WARLOCK', 'DRAGONBORN', 901, 8)
('Joshua Spencer', 'ARTIFICER', 'TIEFLING', 1924, 15)
('Kathleen Sanchez', 'ARTIFICER', 'GNOME', 18552, 11)
('Brian Munoz', 'WIZARD', 'GNOME', 17378, 19)
('Jeffrey Griffin', 'BARBARIAN', 'HALFLING', 12158, 5)
('Todd Becker', 'ARTIFICER', 'HALF_ORC', 9990, 3)
('Ariel Douglas', 'ROGUE', 'HALFLING', 11133, 19)
('Eric Miller', 'WIZARD', 'GNOME', 7572, 5)
('James Cooley', 'FIGHTER', 'DRAGONBORN', 17840, 20)
('Alan Anderson', 'ARTIFICER', 'HUMAN', 17297, 2)
('Taylor Downs', 'SORCERER', 'DWARF', 794, 3)
('Aaron Elliott', 'SORCERER', 'TIEFLING', 8829, 17)
('Patricia Molina', 'ROGUE', 'HALF_ORC', 3859, 15)
('Michael Garrett', 'DRUID', 'HALFLING', 7860, 11)
('Jessica Davenport', 'RANGER', 'HALFLING', 18775, 20)
('Angela Barnes', 'WIZARD', 'GNOME', 7438, 4)
('Cynthia Sutton', 'MONK', 'HALF_ELF', 791, 10)
('Joseph Farley', 'RANGER', 'DRAGONBORN', 4146, 19)
('Kyle Dyer', 'BARD', 'HALFLING', 15963, 7)
('Sarah Thomas', 'CLERIC', 'HALF_ORC', 10176, 10)
('John Rogers', 'ROGUE', 'HALF_ORC', 17348, 1)
('Lisa Murray', 'FIGHTER', 'ELF', 9017, 10)
('Phillip Nash', 'DRUID', 'HALF_ORC', 7821, 4)
('Darrell Franklin', 'DRUID', 'HUMAN', 15707, 7)
('Kurt Sanders', 'BARD', 'HALFLING', 9917, 19)
('Jennifer Chaney', 'BARD', 'HUMAN', 16536, 12)
('Kevin Medina', 'SORCERER', 'HALFLING', 8519, 1)
('Robert Bailey', 'DRUID', 'GNOME', 8297, 17)
('Taylor Collins', 'FIGHTER', 'HUMAN', 1336, 18)
('Ashley Woodward', 'SORCERER', 'ELF', 13358, 15)
('Zachary Quinn', 'FIGHTER', 'TIEFLING', 6805, 5)
('Michelle Joyce', 'WARLOCK', 'HUMAN', 15655, 12)
('Penny Johnson', 'RANGER', 'ELF', 16137, 5)
('Courtney Yang', 'MONK', 'DRAGONBORN', 17890, 7)
('Aaron Aguilar', 'WIZARD', 'HALFLING', 10552, 1)
('Regina Fitzgerald', 'FIGHTER', 'DWARF', 2191, 8)
('Angela Powers', 'ARTIFICER', 'DRAGONBORN', 416, 19)
('Nathan Dorsey', 'RANGER', 'ELF', 4000, 20)
('Elizabeth Perry', 'DRUID', 'GNOME', 14573, 7)
('James Rodriguez', 'CLERIC', 'DWARF', 2738, 8)
('Melanie Buchanan', 'BARBARIAN', 'DRAGONBORN', 4873, 14)
('Alexander Martinez', 'ARTIFICER', 'HALF_ORC', 11853, 12)
('Holly Roberson', 'RANGER', 'TIEFLING', 4407, 1)
('Kathy Ryan', 'SORCERER', 'DWARF', 6392, 7)
('Shane Cooke', 'SORCERER', 'ELF', 16025, 11)
('Dennis Warren', 'MONK', 'HALFLING', 4719, 7)
('James Hall', 'CLERIC', 'DRAGONBORN', 16368, 16)
('April Lopez', 'MONK', 'TIEFLING', 3039, 14)
('Sheila Jackson', 'RANGER', 'HUMAN', 6406, 1)
('Lindsay Randall', 'ARTIFICER', 'HALFLING', 14561, 6)
('Kimberly Gilbert', 'RANGER', 'DWARF', 6222, 17)
('Cynthia Hampton', 'WIZARD', 'TIEFLING', 8112, 6)
('Jeremiah Carroll', 'ARTIFICER', 'HALFLING', 10743, 12)
('Alexandra Ross', 'DRUID', 'HUMAN', 18742, 17)
('Mckenzie Matthews', 'SORCERER', 'DRAGONBORN', 6273, 3)
('Mark Dorsey', 'SORCERER', 'HALFLING', 7503, 10)
('Debra Brooks', 'MONK', 'GNOME', 5274, 5)
('Kim Munoz', 'WIZARD', 'HUMAN', 13832, 16)
('Jon Perkins', 'PALADIN', 'HALF_ORC', 771, 4)
('Jacqueline Newton', 'WIZARD', 'TIEFLING', 8318, 8)
('Dennis Hubbard', 'ROGUE', 'DWARF', 16616, 11)
('Jennifer Singh', 'ARTIFICER', 'HUMAN', 18811, 2)
('Angela Villa', 'ARTIFICER', 'DRAGONBORN', 9285, 7)
('Shannon Hall', 'MONK', 'ELF', 16405, 16)
('Daniel Johnson', 'CLERIC', 'DRAGONBORN', 19591, 6)
('Nancy Jones MD', 'MONK', 'HALF_ELF', 8716, 18)
('James Hunter', 'BARBARIAN', 'HALF_ORC', 9531, 10)
('Andre Luna', 'WIZARD', 'DWARF', 270, 13)
('Cheryl Scott', 'DRUID', 'DWARF', 4476, 2)
('Hector Gonzales', 'BARD', 'DRAGONBORN', 5441, 16)
('Timothy Bradford', 'SORCERER', 'ELF', 15604, 11)
('Leah Bean', 'ROGUE', 'ELF', 6478, 3)
('Tina Flynn', 'FIGHTER', 'DRAGONBORN', 9802, 1)
('John Mejia', 'RANGER', 'GNOME', 11519, 10)
('Derrick Blankenship', 'PALADIN', 'DWARF', 17242, 16)
('Michelle Thornton', 'CLERIC', 'HALFLING', 14228, 14)
('Erin White', 'ROGUE', 'GNOME', 10440, 7)
('Casey Howard', 'WIZARD', 'GNOME', 17716, 1)
('Patricia Dennis', 'PALADIN', 'TIEFLING', 6054, 1)
('Bryce Lewis', 'PALADIN', 'HALFLING', 3768, 9)
('William Willis', 'BARD', 'DRAGONBORN', 16168, 5)
('Anthony Wilson', 'RANGER', 'HALF_ELF', 18088, 15)
('Seth Ryan', 'SORCERER', 'HALFLING', 17712, 19)
('Bonnie Chapman', 'RANGER', 'ELF', 10250, 19)
('John Holden', 'SORCERER', 'ELF', 148, 1)
('Kelli Ochoa', 'SORCERER', 'HUMAN', 299, 13)
('Michael Ewing', 'MONK', 'ELF', 13549, 9)
('Jeff Henry', 'ARTIFICER', 'HALFLING', 1854, 20)
('Brian Wagner', 'ROGUE', 'TIEFLING', 15948, 7)
('Elizabeth Adams', 'CLERIC', 'ELF', 4349, 16)
('Brandon Butler', 'BARBARIAN', 'ELF', 10357, 5)
('Stephanie Cox', 'SORCERER', 'HALF_ORC', 3478, 1)
('April Jones', 'PALADIN', 'TIEFLING', 17770, 12)
('Jason Rose', 'DRUID', 'HALF_ELF', 7384, 17)
('Brittany Collins', 'SORCERER', 'TIEFLING', 19590, 14)
('Andrew Hunter', 'PALADIN', 'GNOME', 13257, 17)
('Katherine Shaffer', 'WIZARD', 'HALF_ORC', 16130, 15)
('Courtney Anderson', 'DRUID', 'HALF_ELF', 2984, 12)
('James Castro', 'ROGUE', 'DRAGONBORN', 146, 3)
('Rhonda Larson', 'BARBARIAN', 'HALF_ELF', 15855, 10)
('Emily Graham', 'PALADIN', 'ELF', 7664, 9)
('Alexander Parker', 'BARBARIAN', 'HALF_ORC', 7948, 16)
('Tina Johnson', 'SORCERER', 'GNOME', 2874, 7)
('Melissa Austin', 'ARTIFICER', 'HUMAN', 12878, 8)
('Jodi Kelly', 'BARBARIAN', 'HUMAN', 19014, 10)
('Mr. Aaron Carter', 'BARBARIAN', 'DRAGONBORN', 2468, 4)
('Patricia Lopez', 'WARLOCK', 'GNOME', 3016, 15)
('Allen Zuniga', 'ARTIFICER', 'HALF_ELF', 6311, 17)
('Maureen Hanna', 'MONK', 'HALF_ORC', 6392, 9)
('Steven Klein', 'ROGUE', 'HALF_ELF', 5872, 1)
('Paul Flores', 'WIZARD', 'ELF', 2081, 9)
('Rebecca Terry', 'PALADIN', 'GNOME', 8432, 8)
('James Olson', 'FIGHTER', 'HUMAN', 9350, 17)
('Sara Garza', 'CLERIC', 'TIEFLING', 4384, 3)
('Joyce Marshall', 'SORCERER', 'HALF_ELF', 13500, 11)
('Daniel Kaiser', 'WARLOCK', 'DWARF', 13818, 4)
('Debra Lee', 'CLERIC', 'GNOME', 14203, 4)
('Darlene Solis', 'ARTIFICER', 'HUMAN', 7763, 15)
('Amber Nunez', 'RANGER', 'DRAGONBORN', 6548, 2)
('Kimberly Cox', 'BARD', 'HALF_ELF', 816, 5)
('Jonathan Wright', 'FIGHTER', 'HALF_ELF', 821, 5)
('Benjamin Ramirez', 'FIGHTER', 'HALFLING', 16276, 11)
('Andrew Valdez', 'ROGUE', 'DRAGONBORN', 3222, 7)
('Vicki Collins', 'CLERIC', 'TIEFLING', 5659, 8)
('Andre Chapman', 'ARTIFICER', 'DRAGONBORN', 7025, 10)
('Nancy Callahan', 'DRUID', 'HALF_ORC', 3531, 9)
('Michael Smith', 'WARLOCK', 'HALF_ELF', 18541, 15)
('Angela Williams', 'WARLOCK', 'HALFLING', 19397, 19)
('Kelsey Turner', 'WARLOCK', 'HALFLING', 18290, 15)
('Sarah Stone', 'CLERIC', 'TIEFLING', 15486, 15)
('Catherine Brown', 'CLERIC', 'HUMAN', 16662, 11)
('Matthew Robinson', 'ARTIFICER', 'HALF_ELF', 3583, 6)
('Patricia Scott', 'WIZARD', 'HALFLING', 12729, 5)
('Krista Sanchez', 'MONK', 'HALF_ORC', 15629, 1)
('Ashley Lambert', 'CLERIC', 'DWARF', 7938, 14)
('Anna Howard', 'SORCERER', 'HUMAN', 13470, 14)
('Casey Wood', 'ROGUE', 'HUMAN', 17752, 3)
('Robert Moore', 'SORCERER', 'HALF_ORC', 17665, 12)
('Jordan Pratt', 'DRUID', 'GNOME', 9515, 17)
('Clayton James', 'BARD', 'DRAGONBORN', 19381, 14)
('Jeremy Smith', 'DRUID', 'HALF_ELF', 14541, 18)
('Justin Little', 'ROGUE', 'TIEFLING', 642, 3)
('James Smith', 'DRUID', 'DRAGONBORN', 13074, 4)
('Lisa Valdez', 'BARD', 'HUMAN', 11495, 11)
('Jacqueline Morris', 'CLERIC', 'HUMAN', 7835, 9)
('Sandra Davis', 'ARTIFICER', 'HALF_ORC', 5283, 17)
('Heather Chambers', 'BARBARIAN', 'DRAGONBORN', 14008, 20)
('Victoria Martin', 'WARLOCK', 'DWARF', 14768, 7)
('Kimberly Hickman', 'ARTIFICER', 'TIEFLING', 591, 12)
('Alexandra Lynch', 'MONK', 'DRAGONBORN', 13966, 13)
('Brandon Olsen', 'BARBARIAN', 'ELF', 4892, 10)
('Nina Smith', 'ARTIFICER', 'HALFLING', 19593, 9)
('Melissa Hogan', 'SORCERER', 'ELF', 5915, 18)
('Raymond Martin', 'SORCERER', 'HALF_ELF', 2230, 15)
('Emily Hammond', 'ARTIFICER', 'HUMAN', 16939, 14)
('Danielle Thomas', 'FIGHTER', 'HALF_ELF', 9427, 14)
('Jenna Hoffman', 'MONK', 'DRAGONBORN', 17191, 20)
('Victor Jones', 'WARLOCK', 'DWARF', 4353, 18)
('Stephanie Hill', 'ROGUE', 'HALFLING', 13014, 5)
('Jessica Sanchez', 'WARLOCK', 'DWARF', 17924, 18)
('Paul Green', 'WIZARD', 'HALFLING', 4469, 17)
('Edward Haney', 'PALADIN', 'ELF', 17096, 16)
('James Yu', 'FIGHTER', 'HALFLING', 3639, 16)
('Eric Reyes', 'BARD', 'HALFLING', 6273, 20)
('Benjamin Aguilar', 'BARBARIAN', 'ELF', 8279, 12)
('Brent Hall', 'FIGHTER', 'HUMAN', 10993, 20)
('James Gomez', 'MONK', 'HALF_ORC', 13728, 4)
('John Mason', 'BARD', 'GNOME', 9452, 4)
('Richard Patterson', 'WARLOCK', 'HALFLING', 7520, 4)
('Kelly Boyd', 'BARBARIAN', 'HUMAN', 5704, 3)
('Robert Sweeney', 'WARLOCK', 'DWARF', 15594, 14)
('Mary Morrison', 'CLERIC', 'DRAGONBORN', 14738, 10)
('Gregory Taylor', 'RANGER', 'DWARF', 14709, 17)
('Julie Acevedo', 'ROGUE', 'DRAGONBORN', 18897, 15)
('Joseph Williams', 'FIGHTER', 'TIEFLING', 95, 4)
('Edward Thomas', 'CLERIC', 'HALF_ELF', 13116, 3)
('Alexander Holmes', 'PALADIN', 'HUMAN', 12616, 8)
('Timothy Lewis', 'SORCERER', 'HALF_ELF', 13839, 8)
('Cheyenne Gutierrez', 'BARBARIAN', 'GNOME', 3604, 19)
('Marvin Miller', 'PALADIN', 'DWARF', 10033, 17)
('Troy Thompson', 'PALADIN', 'TIEFLING', 3434, 16)
('Tyler Murray', 'CLERIC', 'HALFLING', 13904, 4)
('Lauren Wright', 'MONK', 'HUMAN', 972, 11)
('Kristen Thomas', 'WIZARD', 'TIEFLING', 6931, 3)
('Kathleen Fisher', 'WARLOCK', 'HALF_ORC', 8789, 16)
('Connor Thomas', 'DRUID', 'DRAGONBORN', 4001, 9)
('Kayla Allen', 'ARTIFICER', 'HUMAN', 17084, 17)
('Rachel Case', 'FIGHTER', 'DWARF', 19409, 1)
('Elizabeth Wu', 'WARLOCK', 'GNOME', 7753, 17)
('Brandi Stevens', 'FIGHTER', 'GNOME', 9240, 20)
('Tracy Martin', 'DRUID', 'ELF', 531, 7)
('Robert Baker', 'MONK', 'HUMAN', 14917, 17)
('Christopher Diaz', 'WIZARD', 'HALF_ELF', 12805, 7)
('Amy Snyder', 'CLERIC', 'TIEFLING', 4578, 15)
('Timothy Williams', 'BARBARIAN', 'DRAGONBORN', 3973, 9)
('Paul Sullivan', 'WARLOCK', 'TIEFLING', 17096, 6)
('James Quinn', 'BARD', 'GNOME', 3259, 18)
('Sarah Robinson', 'RANGER', 'TIEFLING', 391, 20)
('Matthew Johnson', 'WIZARD', 'HALF_ORC', 10638, 12)
('Jamie Burke', 'WIZARD', 'HALF_ORC', 16118, 1)
('Katherine White', 'BARD', 'HALF_ELF', 2312, 3)
('Alyssa Smith', 'ROGUE', 'HALFLING', 3323, 4)
('Marcus Payne', 'CLERIC', 'HALF_ORC', 16687, 13)
('Gary Boyd', 'WIZARD', 'DWARF', 19035, 15)
('Mr. Adam Weber', 'RANGER', 'DRAGONBORN', 2536, 1)
('Laurie Pearson', 'WARLOCK', 'TIEFLING', 13752, 16)
('Matthew Rose', 'WIZARD', 'DWARF', 4353, 19)
('Tanner Mills', 'FIGHTER', 'DRAGONBORN', 12375, 17)
('Michele Ortega', 'MONK', 'DWARF', 6854, 12)
('Ronald Jackson', 'RANGER', 'HALFLING', 1007, 2)
('David Lamb', 'FIGHTER', 'DRAGONBORN', 11810, 14)
('Tina Barnes MD', 'ROGUE', 'HALFLING', 19689, 4)
('Brittany Dougherty', 'PALADIN', 'ELF', 14445, 1)
('Brittany Nolan', 'WARLOCK', 'DWARF', 478, 3)
('Thomas Coffey', 'BARD', 'TIEFLING', 7884, 16)
('Melissa Boone', 'FIGHTER', 'ELF', 13487, 7)
('Sheila Lutz', 'WARLOCK', 'ELF', 4976, 12)
('Jeffrey King', 'SORCERER', 'TIEFLING', 188, 4)
('Michelle Rodriguez', 'MONK', 'DRAGONBORN', 7877, 11)
('Barbara Weber', 'FIGHTER', 'ELF', 16896, 4)
('Sarah King', 'BARD', 'DRAGONBORN', 1610, 4)
('Joshua Wright', 'DRUID', 'TIEFLING', 3562, 5)
('Megan Peters', 'BARBARIAN', 'HUMAN', 19787, 10)
('Kelly Sanders', 'ROGUE', 'HALF_ELF', 14844, 17)
('David Barrett', 'WARLOCK', 'HALF_ORC', 18678, 9)
('Kelly Estes', 'WIZARD', 'TIEFLING', 17345, 10)
('Kathy Dixon', 'BARD', 'GNOME', 12440, 15)
('Lisa Brady', 'PALADIN', 'ELF', 16725, 11)
('Jose Glass', 'SORCERER', 'GNOME', 6596, 7)
('Michael Orr', 'ROGUE', 'DWARF', 8523, 14)
('Kristopher Meyer', 'ARTIFICER', 'HALF_ELF', 1028, 20)
('Beverly Ward', 'MONK', 'DRAGONBORN', 3119, 10)
('Taylor Smith', 'BARBARIAN', 'GNOME', 4411, 12)
('Margaret Cline', 'ROGUE', 'HALFLING', 3428, 18)
('Jonathan Ramirez', 'BARBARIAN', 'GNOME', 2374, 3)
('Todd Hines', 'DRUID', 'HALF_ELF', 11459, 16)
('Marc Ortiz', 'WIZARD', 'HUMAN', 19599, 7)
('Michele Russo PhD', 'ROGUE', 'HALFLING', 8872, 16)
('Laura Rose', 'WARLOCK', 'DRAGONBORN', 11539, 8)
('Dawn Pearson', 'ARTIFICER', 'HALFLING', 22, 12)
('Larry Dean', 'FIGHTER', 'TIEFLING', 804, 1)
('Amanda Tran', 'BARD', 'TIEFLING', 10082, 6)
('Tracey Cooper', 'SORCERER', 'ELF', 13552, 13)
('Vincent Bailey', 'RANGER', 'GNOME', 3787, 12)
('Becky Anderson', 'WARLOCK', 'DWARF', 10263, 12)
('Robert Davis', 'RANGER', 'HALF_ELF', 15005, 12)
('Ronnie Hood', 'CLERIC', 'HALF_ELF', 8185, 20)
('Taylor Fernandez', 'CLERIC', 'DWARF', 5598, 20)
('Derrick Walker', 'PALADIN', 'HUMAN', 15752, 17)
('Micheal Joseph', 'FIGHTER', 'GNOME', 6892, 5)
('Mr. Jermaine Wilkins Jr.', 'SORCERER', 'DRAGONBORN', 7824, 6)
('Lisa Adams', 'MONK', 'HALF_ELF', 12511, 12)
('Tara Howard', 'RANGER', 'ELF', 12592, 1)
('Sarah Payne', 'DRUID', 'GNOME', 6434, 11)
('Sarah White', 'DRUID', 'DWARF', 9201, 8)
('Lisa Bradley', 'PALADIN', 'DWARF', 3546, 9)
('Dylan Ray', 'CLERIC', 'DWARF', 11600, 6)
('Steven French', 'MONK', 'HALF_ORC', 10483, 15)
('Jessica Garrison', 'DRUID', 'GNOME', 7186, 11)
('Helen Vaughn', 'PALADIN', 'HALF_ORC', 12358, 12)
('Kimberly Dean', 'SORCERER', 'HALF_ELF', 1486, 11)
('Lee Miranda', 'BARBARIAN', 'HALFLING', 18808, 11)
('Devin Braun', 'FIGHTER', 'HALFLING', 9971, 17)
('Joshua Dixon', 'MONK', 'HALF_ORC', 17973, 10)
('Matthew Lee', 'ARTIFICER', 'HALF_ELF', 18838, 12)
('Corey Cook', 'CLERIC', 'HALF_ELF', 1605, 15)
('James Strong', 'ARTIFICER', 'DRAGONBORN', 11785, 16)
('Megan Crawford', 'FIGHTER', 'HALF_ORC', 1658, 20)
('George Alvarez', 'BARBARIAN', 'HALF_ELF', 19867, 16)
('Casey Gonzalez', 'ARTIFICER', 'DWARF', 5227, 3)
('Daniel Garcia', 'ROGUE', 'HALF_ORC', 7933, 16)
('Jack Barnes', 'FIGHTER', 'HALFLING', 5504, 9)
('Anthony Munoz', 'ARTIFICER', 'DRAGONBORN', 19212, 12)
('Andrew Banks', 'ARTIFICER', 'HALF_ORC', 8569, 18)
('Sara Perry', 'SORCERER', 'HALFLING', 6642, 6)
('Maria Dixon', 'CLERIC', 'GNOME', 2563, 8)
('Courtney Morris', 'ARTIFICER', 'DWARF', 6024, 20)
('Dr. David White', 'MONK', 'TIEFLING', 4572, 16)
('Michelle Pollard', 'FIGHTER', 'HALF_ORC', 3620, 7)
('Jeffrey Hanson', 'RANGER', 'HALF_ELF', 9039, 4)
('Jason Harper', 'CLERIC', 'DWARF', 14376, 1)
('Kelly Sheppard', 'BARD', 'HUMAN', 18340, 11)
('Donald Gibbs', 'CLERIC', 'HALF_ELF', 17795, 18)
('Tara Garner', 'MONK', 'HUMAN', 9249, 17)
('John Hardin', 'SORCERER', 'ELF', 9936, 17)
('Matthew Vaughn', 'MONK', 'DRAGONBORN', 7632, 12)
('Melissa Brewer', 'BARD', 'HALFLING', 4964, 11)
('Renee Ford', 'PALADIN', 'DWARF', 14731, 7)
('Bobby Washington', 'MONK', 'TIEFLING', 18297, 16)
('Tiffany Black', 'BARBARIAN', 'DRAGONBORN', 11094, 6)
('William Reed', 'BARD', 'HALF_ELF', 12294, 2)
('James Phillips', 'DRUID', 'HALFLING', 1663, 5)
('Brandon Miller', 'CLERIC', 'HALF_ORC', 11684, 14)
('Paige Harrington', 'DRUID', 'ELF', 1024, 20)
('John Gray', 'RANGER', 'TIEFLING', 15438, 15)
('Kaitlyn Mclaughlin', 'WARLOCK', 'DRAGONBORN', 11412, 5)
('Mr. Richard Yang DDS', 'BARBARIAN', 'HALF_ELF', 3078, 14)
('Angela Jacobs', 'CLERIC', 'HALFLING', 7404, 18)
('Charles Hill', 'MONK', 'DWARF', 5125, 14)
('Cameron King', 'SORCERER', 'DWARF', 17169, 20)
('Robin Levine', 'ROGUE', 'DWARF', 8656, 14)
('Gregory Andrews', 'FIGHTER', 'HALFLING', 9609, 16)
('Claudia Joseph', 'WARLOCK', 'TIEFLING', 9358, 3)
('Mark Harris', 'WIZARD', 'GNOME', 5931, 4)
('Erin Johnson', 'WARLOCK', 'DRAGONBORN', 10092, 6)
('Andrew Lawson', 'BARD', 'GNOME', 17582, 1)
('April Conley', 'ARTIFICER', 'GNOME', 487, 17)
('Bryan Brown', 'SORCERER', 'GNOME', 3517, 19)
('Paul Graves', 'CLERIC', 'HALF_ELF', 12560, 8)
('Mary Boyle', 'FIGHTER', 'HALF_ELF', 16400, 16)
('Kimberly Black', 'BARBARIAN', 'HALF_ORC', 5983, 4)
('Debra Jackson', 'BARD', 'TIEFLING', 19877, 6)
('Glenn Mueller', 'WARLOCK', 'HUMAN', 11968, 3)
('Mary Taylor', 'WARLOCK', 'ELF', 8067, 16)
('Jeffrey Hinton MD', 'RANGER', 'HALF_ORC', 1125, 6)
('William Diaz', 'FIGHTER', 'ELF', 7920, 3)
('Mary Lopez', 'CLERIC', 'HALFLING', 6663, 16)
('Destiny Barrett', 'ROGUE', 'TIEFLING', 10288, 14)
('Tamara Mcdowell', 'DRUID', 'TIEFLING', 6940, 18)
('Matthew Bryant', 'BARBARIAN', 'HALF_ORC', 11361, 2)
('Diamond Johnston', 'RANGER', 'GNOME', 7875, 10)
('Jeffrey Sanchez', 'WARLOCK', 'TIEFLING', 3723, 10)
('Jason Clark', 'MONK', 'GNOME', 6359, 11)
('Thomas Zamora', 'FIGHTER', 'HALF_ORC', 12223, 14)
('Casey Santiago', 'ROGUE', 'TIEFLING', 8959, 17)
('Sara Barnett', 'WARLOCK', 'TIEFLING', 14076, 16)
('Samantha Foster', 'PALADIN', 'HALF_ORC', 504, 17)
('Beth Rodriguez', 'WARLOCK', 'HALF_ELF', 1078, 16)
('Patricia Martin', 'ROGUE', 'HUMAN', 18384, 13)
('Tony Miranda', 'ARTIFICER', 'HALFLING', 16248, 3)
('Kathy Allen DDS', 'DRUID', 'TIEFLING', 4468, 4)
('John Hartman', 'ARTIFICER', 'ELF', 1212, 1)
('Rhonda Ross', 'BARBARIAN', 'HUMAN', 15869, 6)
('Lindsay Farmer', 'BARBARIAN', 'HALF_ORC', 856, 6)
('Joshua Cordova', 'ARTIFICER', 'DRAGONBORN', 9901, 7)
('Michael French', 'SORCERER', 'HALF_ORC', 640, 7)
('Anthony Jones', 'ARTIFICER', 'DWARF', 14037, 13)
('David Gallegos', 'SORCERER', 'HALF_ORC', 13104, 7)
('Ryan Matthews', 'BARBARIAN', 'HALF_ELF', 10893, 6)
('John Lopez', 'CLERIC', 'DWARF', 12588, 17)
('Hunter King', 'PALADIN', 'DWARF', 6246, 9)
('Steve Warren', 'FIGHTER', 'DWARF', 4279, 20)
('Michael Kelly', 'PALADIN', 'DWARF', 9716, 13)
('Anthony Lopez', 'WIZARD', 'HUMAN', 9603, 7)
('Jacob Rowland', 'ROGUE', 'GNOME', 9978, 15)
('Mary Douglas', 'WARLOCK', 'HALF_ORC', 19906, 11)
